config_name,scenario_name,avg_waiting_time_sec,max_waiting_time_sec,passengers_served,passengers_left_behind,avg_occupancy_rate,max_occupancy_rate,avg_train_delay_sec,max_train_delay_sec,delay_propagation_count,failed_trains,operational_cost_index,total_system_cost
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,4.6000000000000005,4.6000000000000005
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",1.3133453411770077,2.027462777597572,300,1700,0.025,1.0,0.0,0,0,0,4.2,3410.766726705885
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,2,5.0,5.0
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,4.6000000000000005,4.6000000000000005
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,4.2,4.2
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,2,5.0,5.0
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,4.2,4.2
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",2.3936574275424616,3.1886628025711956,300,1700,0.02564102564102564,1.0,0.0,0,0,1,4.6000000000000005,3416.568287137712
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,4.2,4.2
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",109.65356142190697,110.39300601117242,300,1700,0.02702702702702703,1.0,0.0,0,0,3,5.4,3953.667807109535
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,4.2,4.2
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,4.2,4.2
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",14.497849194990637,15.20190323159961,300,1700,0.02564102564102564,1.0,0.0,0,0,1,4.6000000000000005,3477.089245974953
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",33.37832655227142,34.043137033493245,300,1700,0.02564102564102564,1.0,0.0,0,0,1,4.6000000000000005,3571.491632761357
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,4.2,4.2
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",38.10467621122139,38.836061686813245,300,1700,0.025,1.0,0.0,0,0,1,4.6000000000000005,3595.123381056107
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,2,5.0,5.0
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,4.2,4.2
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",17.56877480349286,18.26278855264324,300,1700,0.02564102564102564,1.0,0.0,0,0,2,5.0,3492.8438740174643
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,4.2,4.2
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,2,5.0,5.0
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,4.6000000000000005,4.6000000000000005
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",12.72471010383693,13.425316724084228,300,1700,0.024390243902439025,1.0,0.0,0,0,0,4.2,3467.8235505191847
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",16.6280398720519,17.366172432222722,300,1700,0.025,1.0,0.0,0,0,0,4.2,3487.3401993602597
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",30.592387811729907,31.244190502445576,300,1700,0.025,1.0,0.0,0,0,0,4.2,3557.1619390586493
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",43.34715288388084,44.067634073954515,300,1700,0.024390243902439025,1.0,0.0,0,0,0,4.2,3620.935764419404
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,4.6000000000000005,4.6000000000000005
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,4.6000000000000005,4.6000000000000005
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",25.82214228644054,26.45955303815656,300,1700,0.025,1.0,0.0,0,0,0,4.2,3533.310711432203
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,4.6000000000000005,4.6000000000000005
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,4.6000000000000005,4.6000000000000005
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",5.64803141706881,6.376198453147054,300,1700,0.025,1.0,0.0,0,0,0,4.2,3432.4401570853443
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,4.6000000000000005,4.6000000000000005
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,4.2,4.2
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.2864381589217752,0.7840722543912582,130,0,0.010833333333333334,0.43333333333333335,0.0,0,0,0,4.2,4.820616010997179
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",35.74567943055638,36.47926397867815,300,1700,0.02564102564102564,1.0,0.0,0,0,1,4.6000000000000005,3583.3283971527817
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,4.2,4.2
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,4.6000000000000005,4.6000000000000005
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",21.738680556336448,22.44259671455828,300,1700,0.024390243902439025,1.0,0.0,0,0,0,4.2,3512.893402781682
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,4.2,4.2
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,4.2,4.2
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",32.12989425260488,32.81227017102157,300,1700,0.025,1.0,0.0,0,0,0,4.2,3564.8494712630245
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,4.6000000000000005,4.6000000000000005
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,4.6000000000000005,4.6000000000000005
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,4.2,4.2
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,4.2,4.2
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",17.577225942770816,18.246647343295454,300,1700,0.025,1.0,0.0,0,0,0,4.2,3492.086129713854
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",22.33201236791617,23.101607920814146,300,1700,0.025,1.0,0.0,0,0,1,4.6000000000000005,3516.260061839581
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,4.6000000000000005,4.6000000000000005
3-car / 1.5 min,"NORMAL
(Moderate, Typical)",22.59207665860993,23.328319345808094,300,1700,0.02564102564102564,1.0,0.0,0,0,1,4.6000000000000005,3517.5603832930497
